,SQUID_Volt(V),timestamp,MOD_CURR(A)
311,-2.96505000E-05,1558941141.9926667,+1.23610410E+00
312,-2.90366000E-05,1558941142.201,+1.25969820E+00
313,-2.97974000E-05,1558941142.4093332,+1.25969290E+00
314,-2.81823000E-05,1558941142.6176667,+1.25969550E+00
315,-2.99708000E-05,1558941142.826,+1.25970080E+00
316,-2.89898000E-05,1558941143.0343332,+1.25969290E+00
317,-2.75351000E-05,1558941143.2426667,+1.25969550E+00
318,-2.79089000E-05,1558941143.451,+1.25968230E+00
319,-2.87764000E-05,1558941143.6593332,+1.25968630E+00
320,-3.00510000E-05,1558941143.8676667,+1.25967170E+00
321,-2.87231000E-05,1558941144.076,+1.25968230E+00
322,-2.86562000E-05,1558941144.2843332,+1.25969020E+00
323,-2.84894000E-05,1558941144.4926667,+1.25969290E+00
324,-2.92969000E-05,1558941144.701,+1.25970340E+00
325,-3.01111000E-05,1558941148.375,+1.26273690E+00
326,-2.90633000E-05,1558941148.5833333,+1.27623100E+00
327,-2.93102000E-05,1558941148.7916667,+1.27622570E+00
328,-2.99643000E-05,1558941149.0,+1.28270770E+00
329,-2.92835000E-05,1558941149.2083333,+1.29977720E+00
330,-2.99376000E-05,1558941149.4166667,+1.29980100E+00
331,-2.97106000E-05,1558941149.625,+1.30477750E+00
332,-2.94903000E-05,1558941149.8333333,+1.31632320E+00
333,-2.92568000E-05,1558941150.0416667,+1.31632190E+00
334,-3.00777000E-05,1558941150.25,+1.32232540E+00
335,-3.00243000E-05,1558941150.4583333,+1.33170880E+00
336,-3.02646000E-05,1558941150.6666667,+1.33170880E+00
337,-2.72214000E-05,1558941150.875,+1.34201070E+00
338,-2.98441000E-05,1558941151.0833333,+1.35644460E+00
339,-3.03381000E-05,1558941151.2916667,+1.35644190E+00
340,-3.05316000E-05,1558941151.5,+1.35643130E+00
341,-3.22932000E-05,1558941151.7083333,+1.35642870E+00
342,-3.02378000E-05,1558941151.9166667,+1.35644060E+00
343,-2.93770000E-05,1558941152.125,+1.35643530E+00
344,-3.00176000E-05,1558941152.3333333,+1.35641680E+00
345,-3.14257000E-05,1558941152.5416667,+1.35642610E+00
346,-3.16928000E-05,1558941152.75,+1.35641550E+00
347,-3.14725000E-05,1558941152.9583333,+1.35643130E+00
348,-2.97306000E-05,1558941153.1666667,+1.35643270E+00
349,-3.07517000E-05,1558941153.375,+1.35643270E+00
350,-2.98111000E-05,1558941156.901,+1.36674810E+00
351,-3.04383000E-05,1558941157.1093333,+1.37176690E+00
352,-2.99846000E-05,1558941157.3176668,+1.37177750E+00
353,-3.07454000E-05,1558941157.526,+1.38909020E+00
354,-3.06186000E-05,1558941157.7343333,+1.39654900E+00
355,-3.03317000E-05,1558941157.9426668,+1.39655430E+00
356,-3.00914000E-05,1558941158.151,+1.40868560E+00
357,-3.10925000E-05,1558941158.3593333,+1.41191470E+00
