,SQUID_Volt(V),timestamp,Temp(V),MOD_CURR(A),SQUID_Curr(A)
138,-2.62070000E-05,1558990035.1003332,+5.63460000E-05,+5.65332480E-01,+4.99685200E-03
139,-2.64139000E-05,1558990035.3086667,+5.58880000E-05,+5.65356250E-01,+4.99668300E-03
140,-2.62403000E-05,1558990035.517,+5.62470000E-05,+5.65370650E-01,+4.99673500E-03
141,-2.60402000E-05,1558990035.7253332,+5.67180000E-05,+5.65391510E-01,+4.99622700E-03
142,-2.62670000E-05,1558990035.9336667,+5.58010000E-05,+5.65405510E-01,+4.99643500E-03
143,-2.60067000E-05,1558990036.142,+5.68670000E-05,+5.65414490E-01,+4.99680000E-03
144,-2.63339000E-05,1558990036.3503332,+5.62600000E-05,+5.65431140E-01,+4.99668300E-03
145,-2.60002000E-05,1558990036.5586667,+5.62970000E-05,+5.65443810E-01,+4.99661700E-03
146,-2.59869000E-05,1558990036.767,+5.64210000E-05,+5.65446850E-01,+4.99696900E-03
147,-2.61604000E-05,1558990036.9753332,+5.62100000E-05,+5.65464020E-01,+4.99657800E-03
148,-2.60402000E-05,1558990037.1836667,+5.61230000E-05,+5.65479610E-01,+4.99664300E-03
149,-2.61938000E-05,1558990037.392,+5.65070000E-05,+5.65490170E-01,+4.99694300E-03
150,-2.59869000E-05,1558990041.129,+5.70150000E-05,+5.75549140E-01,+4.99659100E-03
151,-2.59267000E-05,1558990041.3373332,+5.73250000E-05,+5.85370120E-01,+4.99655200E-03
152,-2.58667000E-05,1558990041.5456667,+5.77460000E-05,+5.85379900E-01,+4.99653900E-03
153,-2.60002000E-05,1558990041.754,+5.73000000E-05,+5.96859440E-01,+4.99643500E-03
154,-2.60602000E-05,1558990041.9623332,+5.69660000E-05,+6.04724040E-01,+4.99694300E-03
155,-2.56998000E-05,1558990042.1706667,+5.76100000E-05,+6.04735800E-01,+4.99664300E-03
156,-2.57733000E-05,1558990042.379,+5.73130000E-05,+6.16669930E-01,+4.99677400E-03
157,-2.56332000E-05,1558990042.5873332,+5.75230000E-05,+6.24041360E-01,+4.99655200E-03
158,-2.56664000E-05,1558990042.7956667,+5.70280000E-05,+6.24047960E-01,+4.99694300E-03
159,-2.56731000E-05,1558990043.004,+5.73620000E-05,+6.36782050E-01,+4.99709900E-03
160,-2.54730000E-05,1558990043.2123332,+5.73620000E-05,+6.43898620E-01,+4.99656500E-03
161,-2.55531000E-05,1558990043.4206667,+5.70280000E-05,+6.43911560E-01,+4.99676100E-03
162,-2.54196000E-05,1558990043.629,+5.69660000E-05,+6.57985240E-01,+4.99669600E-03
163,-2.53795000E-05,1558990043.8373332,+5.70400000E-05,+6.63199450E-01,+4.99631800E-03
164,-2.54463000E-05,1558990044.0456667,+5.71760000E-05,+6.63213190E-01,+4.99680000E-03
165,-2.53461000E-05,1558990044.254,+5.73130000E-05,+6.63224150E-01,+4.99635700E-03
166,-2.53129000E-05,1558990044.4623332,+5.68920000E-05,+6.63237750E-01,+4.99661700E-03
167,-2.53262000E-05,1558990044.6706667,+5.67920000E-05,+6.63238810E-01,+4.99638300E-03
168,-2.53728000E-05,1558990044.879,+5.72260000E-05,+6.63253870E-01,+4.99667000E-03
169,-2.52927000E-05,1558990045.0873332,+5.68420000E-05,+6.63261000E-01,+4.99653900E-03
170,-2.51525000E-05,1558990045.2956667,+5.66190000E-05,+6.63268660E-01,+4.99640900E-03
171,-2.51660000E-05,1558990045.504,+5.66070000E-05,+6.63269190E-01,+4.99672200E-03
172,-2.51326000E-05,1558990045.7123332,+5.68920000E-05,+6.63276580E-01,+4.99703400E-03
173,-2.50793000E-05,1558990045.9206667,+5.68420000E-05,+6.63284380E-01,+4.99653900E-03
174,-2.51459000E-05,1558990046.129,+5.68670000E-05,+6.63290190E-01,+4.99698200E-03
175,-2.52194000E-05,1558990049.792,+5.67180000E-05,+6.66115320E-01,+4.99643500E-03
176,-2.51527000E-05,1558990050.0003333,+5.78950000E-05,+6.81977950E-01,+4.99643500E-03
177,-2.51527000E-05,1558990050.2086668,+5.67920000E-05,+6.81986930E-01,+4.99677400E-03
178,-2.54663000E-05,1558990050.417,+5.70770000E-05,+6.85471630E-01,+4.99706000E-03
179,-2.52727000E-05,1558990050.6253333,+5.71640000E-05,+7.01867900E-01,+4.99682600E-03
180,-2.52194000E-05,1558990050.8336668,+5.74240000E-05,+7.01881110E-01,+4.99676100E-03
181,-2.50326000E-05,1558990051.042,+5.68050000E-05,+7.06982000E-01,+4.99681300E-03
182,-2.51325000E-05,1558990051.2503333,+5.70650000E-05,+7.21177720E-01,+4.99690400E-03
183,-2.51660000E-05,1558990051.4586668,+5.71520000E-05,+7.21189610E-01,+4.99665600E-03
184,-2.53328000E-05,1558990051.667,+5.69040000E-05,+7.26772140E-01,+4.99724200E-03
185,-2.45587000E-05,1558990051.8753333,+5.70400000E-05,+7.40476960E-01,+4.99644800E-03
186,-2.46254000E-05,1558990052.0836668,+5.67300000E-05,+7.40488590E-01,+4.99689100E-03
187,-2.48524000E-05,1558990052.292,+5.70530000E-05,+7.46742460E-01,+4.99635700E-03
188,-2.49458000E-05,1558990052.5003333,+5.65570000E-05,+7.60390860E-01,+4.99686500E-03
189,-2.46188000E-05,1558990052.7086668,+5.68170000E-05,+7.60401420E-01,+4.99680000E-03
190,-2.45519000E-05,1558990052.917,+5.68670000E-05,+7.60409350E-01,+4.99639600E-03
191,-2.44920000E-05,1558990053.1253333,+5.68790000E-05,+7.60422290E-01,+4.99674800E-03
192,-2.45386000E-05,1558990053.3336668,+5.71020000E-05,+7.60429690E-01,+4.99683900E-03
193,-2.46187000E-05,1558990053.542,+5.69290000E-05,+7.60438930E-01,+4.99640900E-03
194,-2.49657000E-05,1558990053.7503333,+5.64080000E-05,+7.60446850E-01,+4.99647400E-03
195,-2.48123000E-05,1558990053.9586668,+5.66810000E-05,+7.60453460E-01,+4.99637000E-03
196,-2.45921000E-05,1558990054.167,+5.69040000E-05,+7.60455970E-01,+4.99659100E-03
197,-2.46988000E-05,1558990054.3753333,+5.67920000E-05,+7.60464550E-01,+4.99634400E-03
198,-2.48857000E-05,1558990054.5836668,+5.66310000E-05,+7.60473930E-01,+4.99646100E-03
199,-2.48123000E-05,1558990054.792,+5.60490000E-05,+7.60481590E-01,+4.99674800E-03
200,-2.47255000E-05,1558990058.392,+5.66310000E-05,+7.62734330E-01,+4.99669600E-03
201,-2.45920000E-05,1558990058.6003332,+5.71890000E-05,+7.79789570E-01,+4.99663000E-03
202,-2.42517000E-05,1558990058.8086667,+5.71760000E-05,+7.79795120E-01,+4.99644800E-03
203,-2.45186000E-05,1558990059.017,+5.70650000E-05,+7.83733880E-01,+4.99677400E-03
204,-2.44119000E-05,1558990059.2253332,+5.68300000E-05,+7.99064920E-01,+4.99660400E-03
205,-2.43184000E-05,1558990059.4336667,+5.73500000E-05,+7.99081560E-01,+4.99659100E-03
206,-2.44919000E-05,1558990059.642,+5.71270000E-05,+8.03254750E-01,+4.99670900E-03
207,-2.43584000E-05,1558990059.8503332,+5.74240000E-05,+8.17218920E-01,+4.99648700E-03
208,-2.43385000E-05,1558990060.0586667,+5.72010000E-05,+8.17237940E-01,+4.99656500E-03
209,-2.42317000E-05,1558990060.267,+5.70030000E-05,+8.24845690E-01,+4.99687800E-03
210,-2.41116000E-05,1558990060.4753332,+5.69910000E-05,+8.41193130E-01,+4.99644800E-03
211,-2.43450000E-05,1558990060.6836667,+5.68920000E-05,+8.41203700E-01,+4.99674800E-03
212,-2.43585000E-05,1558990060.892,+5.71270000E-05,+8.46617430E-01,+4.99667000E-03
213,-2.43718000E-05,1558990061.1003332,+5.68790000E-05,+8.56997620E-01,+4.99700800E-03
214,-2.43717000E-05,1558990061.3086667,+5.64330000E-05,+8.57012940E-01,+4.99676100E-03
215,-2.44785000E-05,1558990061.517,+5.69780000E-05,+8.57018490E-01,+4.99655200E-03
216,-2.43051000E-05,1558990061.7253332,+5.71390000E-05,+8.57030770E-01,+4.99685200E-03
217,-2.42651000E-05,1558990061.9336667,+5.68540000E-05,+8.57029050E-01,+4.99699500E-03
218,-2.43919000E-05,1558990062.142,+5.66930000E-05,+8.57041200E-01,+4.99659100E-03
219,-2.43051000E-05,1558990062.3503332,+5.64210000E-05,+8.57062860E-01,+4.99676100E-03
220,-2.42650000E-05,1558990062.5586667,+5.69040000E-05,+8.57064450E-01,+4.99677400E-03
221,-2.42718000E-05,1558990062.767,+5.67430000E-05,+8.57076070E-01,+4.99678700E-03
222,-2.41849000E-05,1558990062.9753332,+5.66310000E-05,+8.57086370E-01,+4.99590200E-03
223,-2.43319000E-05,1558990063.1836667,+5.68790000E-05,+8.57097460E-01,+4.99651300E-03
224,-2.43250000E-05,1558990063.392,+5.68790000E-05,+8.57106050E-01,+4.99663000E-03
225,-2.44184000E-05,1558990066.992,+5.68300000E-05,+8.59493900E-01,+4.99682600E-03
226,-2.42317000E-05,1558990067.2003334,+5.72140000E-05,+8.73494160E-01,+4.99660400E-03
227,-2.43517000E-05,1558990067.4086668,+5.71150000E-05,+8.73503800E-01,+4.99651300E-03
228,-2.43450000E-05,1558990067.617,+5.71150000E-05,+8.77609760E-01,+4.99670900E-03
229,-2.43917000E-05,1558990067.8253334,+5.69160000E-05,+8.97482480E-01,+4.99699500E-03
230,-2.44585000E-05,1558990068.0336668,+5.74240000E-05,+8.97489880E-01,+4.99652600E-03
231,-2.43317000E-05,1558990068.242,+5.67680000E-05,+9.01581840E-01,+4.99676100E-03
232,-2.43385000E-05,1558990068.4503334,+5.68790000E-05,+9.13307840E-01,+4.99681300E-03
233,-2.42383000E-05,1558990068.6586668,+5.71890000E-05,+9.13314450E-01,+4.99646100E-03
234,-2.43919000E-05,1558990068.867,+5.72010000E-05,+9.20082830E-01,+4.99659100E-03
235,-2.42784000E-05,1558990069.0753334,+5.70900000E-05,+9.37285050E-01,+4.99682600E-03
236,-2.44119000E-05,1558990069.2836668,+5.72760000E-05,+9.37303540E-01,+4.99643500E-03
237,-2.44786000E-05,1558990069.492,+5.70900000E-05,+9.43173580E-01,+4.99703400E-03
238,-2.44787000E-05,1558990069.7003334,+5.67430000E-05,+9.53114110E-01,+4.99660400E-03
239,-2.44052000E-05,1558990069.9086668,+5.69410000E-05,+9.53126790E-01,+4.99611000E-03
240,-2.45186000E-05,1558990070.117,+5.70280000E-05,+9.53142640E-01,+4.99651300E-03
241,-2.44386000E-05,1558990070.3253334,+5.66190000E-05,+9.53151090E-01,+4.99709900E-03
242,-2.44919000E-05,1558990070.5336668,+5.67300000E-05,+9.53159410E-01,+4.99635700E-03
243,-2.45586000E-05,1558990070.742,+5.68050000E-05,+9.53173540E-01,+4.99674800E-03
244,-2.44986000E-05,1558990070.9503334,+5.66560000E-05,+9.53183980E-01,+4.99680000E-03
245,-2.44252000E-05,1558990071.1586668,+5.66310000E-05,+9.53193620E-01,+4.99665600E-03
246,-2.46989000E-05,1558990071.367,+5.70530000E-05,+9.53201940E-01,+4.99660400E-03
247,-2.44452000E-05,1558990071.5753334,+5.68050000E-05,+9.53208280E-01,+4.99681300E-03
248,-2.45186000E-05,1558990071.7836668,+5.67430000E-05,+9.53220960E-01,+4.99698200E-03
249,-2.44185000E-05,1558990071.992,+5.66560000E-05,+9.53232050E-01,+4.99696900E-03
250,-2.46922000E-05,1558990075.592,+5.70530000E-05,+9.55862810E-01,+4.99652600E-03
251,-2.47188000E-05,1558990075.8003333,+5.72760000E-05,+9.77198210E-01,+4.99639600E-03
252,-2.49256000E-05,1558990076.0086668,+5.72880000E-05,+9.77218280E-01,+4.99656500E-03
253,-2.47189000E-05,1558990076.217,+5.69530000E-05,+9.80428270E-01,+4.99682600E-03
254,-2.48257000E-05,1558990076.4253333,+5.71270000E-05,+9.93613380E-01,+4.99655200E-03
255,-2.49257000E-05,1558990076.6336668,+5.73750000E-05,+9.93629230E-01,+4.99621400E-03
256,-2.47255000E-05,1558990076.842,+5.73250000E-05,+8.52538230E-01,+4.99640900E-03
257,-2.49124000E-05,1558990077.0503333,+5.73500000E-05,+1.01871750E+00,+4.99638300E-03
258,-2.49590000E-05,1558990077.2586668,+5.72760000E-05,+1.01864110E+00,+4.99608400E-03
259,-2.49457000E-05,1558990077.467,+5.75730000E-05,+1.02587270E+00,+4.99622700E-03
260,-2.80155000E-05,1558990077.6753333,+5.66070000E-05,+1.04220450E+00,+4.99656500E-03
261,-2.51059000E-05,1558990077.8836668,+5.71520000E-05,+1.04220770E+00,+4.99651300E-03
262,-2.50726000E-05,1558990078.092,+5.70280000E-05,+1.04770250E+00,+4.99605800E-03
263,-2.52328000E-05,1558990078.3003333,+5.70400000E-05,+1.05867260E+00,+4.99614900E-03
264,-2.54129000E-05,1558990078.5086668,+5.73130000E-05,+1.05868360E+00,+4.99647400E-03
265,-2.52060000E-05,1558990078.717,+5.68920000E-05,+1.05868200E+00,+4.99667000E-03
266,-2.52126000E-05,1558990078.9253333,+5.66810000E-05,+1.05867830E+00,+4.99670900E-03
267,-2.52595000E-05,1558990079.1336668,+5.67920000E-05,+1.05869390E+00,+4.99657800E-03
268,-2.51526000E-05,1558990079.342,+5.69290000E-05,+1.05870950E+00,+4.99686500E-03
269,-2.52793000E-05,1558990079.5503333,+5.67550000E-05,+1.05871750E+00,+4.99644800E-03
270,-2.54063000E-05,1558990079.7586668,+5.69410000E-05,+1.05871900E+00,+4.99677400E-03
271,-2.54997000E-05,1558990079.967,+5.66680000E-05,+1.05872770E+00,+4.99633100E-03
272,-2.54463000E-05,1558990080.1753333,+5.67060000E-05,+1.05872610E+00,+4.99657800E-03
273,-2.54463000E-05,1558990080.3836668,+5.70400000E-05,+1.05873720E+00,+4.99663000E-03
