,Temp(V),timestamp
2401,+1.55579250E+00,1558939775.2473333
2402,+1.55583960E+00,1558939775.4556668
2403,+1.55585450E+00,1558939775.664
2404,+1.55585700E+00,1558939775.8723333
2405,+1.55586690E+00,1558939776.0806668
2406,+1.55587560E+00,1558939776.289
2407,+1.55590910E+00,1558939776.4973333
2408,+1.55594130E+00,1558939776.7056668
2409,+1.55596240E+00,1558939776.914
2410,+1.55599210E+00,1558939777.1223333
2411,+1.55603800E+00,1558939777.3306668
2412,+1.55609000E+00,1558939777.539
2413,+1.55616810E+00,1558939777.7473333
2414,+1.55624990E+00,1558939777.9556668
2415,+1.55633420E+00,1558939778.164
2416,+1.55640610E+00,1558939778.3723333
2417,+1.55647300E+00,1558939778.5806668
2418,+1.55654370E+00,1558939778.789
2419,+1.55660320E+00,1558939778.9973333
2420,+1.55663910E+00,1558939779.2056668
2421,+1.55668000E+00,1558939779.414
2422,+1.55671100E+00,1558939779.6223333
2423,+1.55673710E+00,1558939779.8306668
2424,+1.55676680E+00,1558939780.039
2425,+1.55677920E+00,1558939783.639
2426,+1.55678910E+00,1558939783.8473332
2427,+1.55680890E+00,1558939784.0556667
2428,+1.55682510E+00,1558939784.264
