,SQUID_Volt(V),timestamp,MOD_CURR(A)
265,-2.89231000E-05,1558941794.956,+1.05901790E+00
266,-2.91034000E-05,1558941795.1643333,+1.05901870E+00
267,-2.89966000E-05,1558941795.3726668,+1.05903290E+00
268,-2.89498000E-05,1558941795.581,+1.05902870E+00
269,-2.89166000E-05,1558941795.7893333,+1.05902240E+00
270,-2.92970000E-05,1558941795.9976668,+1.05903060E+00
271,-2.92969000E-05,1558941796.206,+1.05904090E+00
272,-2.91835000E-05,1558941796.4143333,+1.05904070E+00
273,-2.92635000E-05,1558941796.6226668,+1.05904350E+00
274,-2.98374000E-05,1558941796.831,+1.05904900E+00
275,-2.94237000E-05,1558941800.431,+1.07461010E+00
276,-2.94771000E-05,1558941800.6393332,+1.08266510E+00
277,-2.92770000E-05,1558941800.8476667,+1.08266030E+00
278,-2.93837000E-05,1558941801.056,+1.09398720E+00
279,-2.92568000E-05,1558941801.2643332,+1.09919970E+00
280,-2.94904000E-05,1558941801.4726667,+1.09919540E+00
281,-2.95038000E-05,1558941801.681,+1.11740210E+00
282,-2.94837000E-05,1558941801.8893332,+1.12277000E+00
283,-2.95038000E-05,1558941802.0976667,+1.12276630E+00
284,-2.95506000E-05,1558941802.306,+1.13594160E+00
285,-2.95238000E-05,1558941802.5143332,+1.13928800E+00
286,-2.95038000E-05,1558941802.7226667,+1.13927290E+00
287,-2.97041000E-05,1558941802.931,+1.16020500E+00
288,-2.96439000E-05,1558941803.1393332,+1.16288250E+00
289,-2.96639000E-05,1558941803.3476667,+1.16287770E+00
290,-2.96639000E-05,1558941803.556,+1.16288700E+00
291,-2.97241000E-05,1558941803.7643332,+1.16289420E+00
292,-2.98240000E-05,1558941803.9726667,+1.16287690E+00
293,-2.96372000E-05,1558941804.181,+1.16289300E+00
294,-2.98708000E-05,1558941804.3893332,+1.16289650E+00
295,-2.99108000E-05,1558941804.5976667,+1.16287860E+00
296,-3.02446000E-05,1558941804.806,+1.16288150E+00
297,-2.96440000E-05,1558941805.0143332,+1.16285790E+00
298,-2.98241000E-05,1558941805.2226667,+1.16286370E+00
299,-2.98908000E-05,1558941805.431,+1.16287350E+00
300,-3.04447000E-05,1558941809.031,+1.17320890E+00
301,-2.99709000E-05,1558941809.2393332,+1.17940160E+00
302,-3.00043000E-05,1558941809.4476666,+1.17940160E+00
303,-2.98642000E-05,1558941809.656,+1.19038390E+00
304,-2.96639000E-05,1558941809.8643332,+1.19477140E+00
305,-2.97573000E-05,1558941810.0726666,+1.19476960E+00
306,-3.00711000E-05,1558941810.281,+1.21965850E+00
307,-2.96039000E-05,1558941810.4893332,+1.21966380E+00
308,-2.95973000E-05,1558941810.6976666,+1.21966640E+00
309,-3.00310000E-05,1558941810.906,+1.23617410E+00
310,-2.99710000E-05,1558941811.1143332,+1.23617280E+00
311,-2.99108000E-05,1558941811.3226666,+1.23620320E+00
312,-3.01178000E-05,1558941811.531,+1.25978540E+00
313,-2.99242000E-05,1558941811.7393332,+1.25980650E+00
314,-2.98374000E-05,1558941811.9476666,+1.25979600E+00
315,-3.00978000E-05,1558941812.156,+1.25978800E+00
316,-3.00377000E-05,1558941812.3643332,+1.25980130E+00
317,-3.00578000E-05,1558941812.5726666,+1.25980130E+00
318,-2.99309000E-05,1558941812.781,+1.25978800E+00
319,-2.99175000E-05,1558941812.9893332,+1.25978540E+00
320,-3.05983000E-05,1558941813.1976666,+1.25980920E+00
321,-3.01779000E-05,1558941813.406,+1.25980920E+00
322,-2.99976000E-05,1558941813.6143332,+1.25981180E+00
323,-3.00710000E-05,1558941813.8226666,+1.25983030E+00
324,-3.04448000E-05,1558941814.031,+1.25980920E+00
325,-2.99643000E-05,1558941817.705,+1.26331850E+00
326,-3.00644000E-05,1558941817.9133332,+1.27634470E+00
327,-2.99442000E-05,1558941818.1216667,+1.27633940E+00
328,-3.00844000E-05,1558941818.33,+1.28194240E+00
