,SQUID_Volt(V),timestamp,Temp(V),MAG_CURR(A),MOD_CURR(A),SQUID_Curr(A)
198,+4.56092600E-05,1559291486.7376668,+1.57290700E+00,,2.2174592552026287e-05,5.161668965517241e-05
199,+4.55565100E-05,1559291486.946,+1.57289090E+00,,2.2174432639649507e-05,5.161451231527093e-05
200,+4.52626700E-05,1559291490.547,+1.57286450E+00,,2.2174664841182912e-05,5.161515270935961e-05
201,+4.53334400E-05,1559291490.7553332,+1.57284720E+00,,2.2174592552026287e-05,5.1617842364532014e-05
202,+4.51952200E-05,1559291490.9636667,+1.57283230E+00,,2.217463526834611e-05,5.161387192118227e-05
203,+4.49608000E-05,1559291491.172,+1.57281740E+00,,2.2174534501642936e-05,5.161489655172414e-05
204,+4.49006900E-05,1559291491.3803332,+1.57280380E+00,,2.2174375684556406e-05,5.161528078817734e-05
205,+4.53247700E-05,1559291491.5886667,+1.57278640E+00,,2.217402847754655e-05,5.161592118226601e-05
206,+4.49708300E-05,1559291491.797,+1.57276540E+00,,2.217411500547645e-05,5.1616305418719214e-05
207,+4.52185900E-05,1559291492.0053332,+1.57275300E+00,,2.217457831325301e-05,5.161374384236453e-05
208,+4.54055900E-05,1559291492.2136667,+1.57274180E+00,,2.217463526834611e-05,5.161515270935961e-05
209,+4.53842100E-05,1559291492.422,+1.57272450E+00,,2.2174852135815992e-05,5.1615536945812804e-05
210,+4.57288100E-05,1559291492.6303332,+1.57270960E+00,,2.217454874041621e-05,5.161540886699507e-05
211,+4.56052600E-05,1559291492.8386667,+1.57269590E+00,,2.2174823658269442e-05,5.161015763546798e-05
212,+4.54316100E-05,1559291493.047,+1.57268110E+00,,2.2174664841182912e-05,5.1616049261083746e-05
213,+4.52185900E-05,1559291493.2553332,+1.57266370E+00,,2.2174809419496165e-05,5.161374384236453e-05
214,+4.51972300E-05,1559291493.4636667,+1.57264880E+00,,2.2174910186199344e-05,5.1614256157635465e-05
215,+4.50483000E-05,1559291493.672,+1.57264020E+00,,2.2174953997809418e-05,5.161348768472906e-05
