,SQUID_Volt(V),timestamp,Temp(V),MAG_CURR(A),MOD_CURR(A),SQUID_Curr(A)
225,+4.57795600E-05,1559291173.457,+1.57268730E+00,,2.2186830230010954e-05,5.163615763546798e-05
226,+4.59658800E-05,1559291173.6653333,+1.57269970E+00,,2.218652683461117e-05,5.163615763546798e-05
227,+4.55591800E-05,1559291173.8736668,+1.57271580E+00,,2.218662760131435e-05,5.1633467980295566e-05
228,+4.59825800E-05,1559291174.082,+1.57272940E+00,,2.2186830230010954e-05,5.16332118226601e-05
229,+4.60473700E-05,1559291174.2903333,+1.57274060E+00,,2.21865991237678e-05,5.16339802955665e-05
230,+4.59979400E-05,1559291174.4986668,+1.57275670E+00,,2.218706133625411e-05,5.163257142857143e-05
231,+4.58817300E-05,1559291174.707,+1.57277400E+00,,2.218671412924425e-05,5.16332118226601e-05
232,+4.58904200E-05,1559291174.9153333,+1.57278400E+00,,2.218714895947426e-05,5.16332118226601e-05
233,+4.59051200E-05,1559291175.1236668,+1.57280630E+00,,2.2186946330777657e-05,5.163257142857143e-05
234,+4.63792700E-05,1559291175.332,+1.57281990E+00,,2.2186888280394306e-05,5.1630778325123155e-05
235,+4.63365200E-05,1559291175.5403333,+1.57283350E+00,,2.218709090909091e-05,5.163385221674877e-05
236,+4.62096500E-05,1559291175.7486668,+1.57284840E+00,,2.2187177437020812e-05,5.163474876847291e-05
237,+4.65288600E-05,1559291175.957,+1.57286450E+00,,2.2187263964950713e-05,5.1632059113300494e-05
238,+4.64473800E-05,1559291176.1653333,+1.57288090E+00,,2.2187249726177437e-05,5.163500492610837e-05
239,+4.54229500E-05,1559291176.3736668,+1.57289210E+00,,2.218706133625411e-05,5.163654187192118e-05
240,+4.57849100E-05,1559291176.582,+1.57291320E+00,,2.218671412924425e-05,5.1633083743842364e-05
241,+4.53781900E-05,1559291176.7903333,+1.57293050E+00,,2.218662760131435e-05,5.163500492610837e-05
242,+4.53327900E-05,1559291176.9986668,+1.57294290E+00,,2.2186830230010954e-05,5.163295566502463e-05
243,+4.55251300E-05,1559291177.207,+1.57295530E+00,,2.2186671412924424e-05,5.1636798029556653e-05
244,+4.56259500E-05,1559291177.4153333,+1.57297390E+00,,2.2187018619934282e-05,5.162988177339902e-05
245,+4.57234600E-05,1559291177.6236668,+1.57299130E+00,,2.218714895947426e-05,5.163295566502463e-05
246,+4.60039400E-05,1559291177.832,+1.57301110E+00,,2.2186844468784228e-05,5.1631418719211824e-05
247,+4.55959100E-05,1559291178.0403333,+1.57302470E+00,,2.218709090909091e-05,5.1632699507389156e-05
248,+4.59164600E-05,1559291178.2486668,+1.57303590E+00,,2.218706133625411e-05,5.162924137931034e-05
249,+4.59618800E-05,1559291178.457,+1.57305940E+00,,2.2187191675794085e-05,5.16339802955665e-05
250,+4.61355100E-05,1559291182.057,+1.57307930E+00,,2.2187322015334065e-05,5.163154679802955e-05
251,+4.61134800E-05,1559291182.2653332,+1.57309790E+00,,2.2187177437020812e-05,5.163218719211823e-05
252,+4.61061200E-05,1559291182.4736667,+1.57311640E+00,,2.2187205914567362e-05,5.163385221674877e-05
