,SQUID_Volt(V),timestamp,Temp(V),MAG_CURR(A),MOD_CURR(A),SQUID_Curr(A)
161,+4.59939300E-05,1559293427.9566667,+1.57710400E+00,,7.056565717415114e-05,5.148089655172414e-05
162,+4.59805800E-05,1559293428.165,+1.57711270E+00,,7.2068004381161e-05,5.148115270935961e-05
163,+4.59385200E-05,1559293428.3733332,+1.57711390E+00,,7.267845892661555e-05,5.147859113300492e-05
164,+4.59699000E-05,1559293428.5816667,+1.57711020E+00,,7.267884994523549e-05,5.1478078817733994e-05
165,+4.59117900E-05,1559293428.79,+1.57711020E+00,,7.267913910186199e-05,5.1479615763546793e-05
166,+4.60967900E-05,1559293428.9983332,+1.57710520E+00,,7.2679717415115e-05,5.1479103448275865e-05
167,+4.60440300E-05,1559293429.2066667,+1.57710650E+00,,7.268064293537787e-05,5.1477822660098526e-05
168,+4.60066300E-05,1559293429.415,+1.57710770E+00,,7.268039759036145e-05,5.1475773399014784e-05
169,+4.59558900E-05,1559293429.6233332,+1.57710030E+00,,7.26815399780942e-05,5.14788472906404e-05
170,+4.59411800E-05,1559293429.8316667,+1.57709900E+00,,7.268204600219058e-05,5.1483842364532025e-05
171,+4.59198200E-05,1559293430.04,+1.57709780E+00,,7.268123658269443e-05,5.1478078817733994e-05
172,+4.58971000E-05,1559293430.2483332,+1.57710280E+00,,7.26819156626506e-05,5.1482433497536945e-05
173,+4.60286700E-05,1559293430.4566667,+1.57710280E+00,,7.268246549835707e-05,5.148371428571429e-05
174,+4.59892600E-05,1559293430.665,+1.57710280E+00,,7.268431763417306e-05,5.147795073891626e-05
175,+4.60961100E-05,1559293434.327,+1.57710520E+00,,7.297394852135816e-05,5.147654187192118e-05
176,+4.61248400E-05,1559293434.5353332,+1.57710650E+00,,7.473160350492881e-05,5.147756650246305e-05
177,+4.62530500E-05,1559293434.7436666,+1.57710150E+00,,7.473166155531216e-05,5.1477822660098526e-05
178,+4.62804400E-05,1559293434.952,+1.57710900E+00,,7.509707776560788e-05,5.1478719211822656e-05
179,+4.62851100E-05,1559293435.1603332,+1.57710400E+00,,7.690914676889376e-05,5.147859113300492e-05
180,+4.61929500E-05,1559293435.3686666,+1.57710770E+00,,7.690978313253013e-05,5.1476798029556655e-05
181,+4.61996400E-05,1559293435.577,+1.57710770E+00,,7.745208981380066e-05,5.1475389162561576e-05
182,+4.63185000E-05,1559293435.7853332,+1.57710400E+00,,7.902296056955093e-05,5.1478334975369455e-05
183,+4.62256900E-05,1559293435.9936666,+1.57711140E+00,,7.902340963855422e-05,5.14788472906404e-05
184,+4.62871100E-05,1559293436.202,+1.57711020E+00,,7.962257831325302e-05,5.147743842364532e-05
185,+4.63104900E-05,1559293436.4103332,+1.57710520E+00,,8.113619496166484e-05,5.147820689655173e-05
186,+4.62657500E-05,1559293436.6186666,+1.57710520E+00,,8.113678860898138e-05,5.1477310344827584e-05
187,+4.63058200E-05,1559293436.827,+1.57710150E+00,,8.195301642935377e-05,5.1477694581280785e-05
188,+4.63051500E-05,1559293437.0353332,+1.57710770E+00,,8.33172004381161e-05,5.147628571428571e-05
189,+4.62310200E-05,1559293437.2436666,+1.57710770E+00,,8.331741730558598e-05,5.147372413793103e-05
190,+4.62370200E-05,1559293437.452,+1.57711020E+00,,8.331759036144578e-05,5.14807684729064e-05
191,+4.63752600E-05,1559293437.6603332,+1.57710650E+00,,8.331772070098575e-05,5.1473339901477834e-05
192,+4.63465600E-05,1559293437.8686666,+1.57710400E+00,,8.331789375684557e-05,5.1475773399014784e-05
193,+4.62837800E-05,1559293438.077,+1.57710770E+00,,8.331890690032859e-05,5.147705418719212e-05
194,+4.62597400E-05,1559293438.2853332,+1.57710400E+00,,8.331925410733845e-05,5.147641379310345e-05
195,+4.63064900E-05,1559293438.4936666,+1.57710400E+00,,8.33195147864184e-05,5.1477310344827584e-05
196,+4.64100000E-05,1559293438.702,+1.57710280E+00,,8.33214238773275e-05,5.147654187192118e-05
197,+4.64747800E-05,1559293438.9103332,+1.57709900E+00,,8.332093209200438e-05,5.147692610837439e-05
198,+4.64300400E-05,1559293439.1186666,+1.57710650E+00,,8.332148192771084e-05,5.1476029556650245e-05
199,+4.64387100E-05,1559293439.327,+1.57710650E+00,,8.332148192771084e-05,5.1477694581280785e-05
200,+4.64507400E-05,1559293442.927,+1.57710280E+00,,8.357454326396495e-05,5.1479615763546793e-05
201,+4.64193500E-05,1559293443.1353333,+1.57710650E+00,,8.543694633077766e-05,5.147705418719212e-05
202,+4.64527300E-05,1559293443.3436668,+1.57710400E+00,,8.54368017524644e-05,5.148025615763547e-05
203,+4.64554100E-05,1559293443.552,+1.57710400E+00,,8.587696166484117e-05,5.14732118226601e-05
204,+4.64260300E-05,1559293443.7603333,+1.57710520E+00,,8.754760679079957e-05,5.147705418719212e-05
205,+4.64687700E-05,1559293443.9686668,+1.57710150E+00,,8.75484600219058e-05,5.14792315270936e-05
206,+4.63645900E-05,1559293444.177,+1.57709900E+00,,8.801675575027382e-05,5.1481408866995074e-05
207,+4.65188400E-05,1559293444.3853333,+1.57710150E+00,,8.953612705366921e-05,5.148051231527094e-05
208,+4.64761200E-05,1559293444.5936668,+1.57709780E+00,,8.953758817086529e-05,5.147116256157636e-05
209,+4.65021600E-05,1559293444.802,+1.57710150E+00,,9.03918039430449e-05,5.148e-05
210,+4.63953100E-05,1559293445.0103333,+1.57709900E+00,,9.216039320920044e-05,5.1478334975369455e-05
211,+4.64113400E-05,1559293445.2186668,+1.57709900E+00,,9.216088499452356e-05,5.147859113300492e-05
212,+4.65128400E-05,1559293445.427,+1.57710520E+00,,9.277165279299014e-05,5.147756650246305e-05
213,+4.64560900E-05,1559293445.6353333,+1.57710150E+00,,9.389190580503833e-05,5.14788472906404e-05
214,+4.64707700E-05,1559293445.8436668,+1.57710520E+00,,9.389231106243155e-05,5.1478334975369455e-05
215,+4.64994800E-05,1559293446.052,+1.57710900E+00,,9.389362760131435e-05,5.147987192118227e-05
216,+4.64867900E-05,1559293446.2603333,+1.57710400E+00,,9.389419167579408e-05,5.147820689655173e-05
217,+4.64554100E-05,1559293446.4686668,+1.57710400E+00,,9.389362760131435e-05,5.14735960591133e-05
218,+4.64460500E-05,1559293446.677,+1.57711020E+00,,9.389445235487404e-05,5.1476798029556655e-05
219,+4.66183500E-05,1559293446.8853333,+1.57710900E+00,,9.389563855421688e-05,5.147935960591133e-05
220,+4.66029900E-05,1559293447.0936668,+1.57711390E+00,,9.38964622124863e-05,5.1478719211822656e-05
221,+4.64534100E-05,1559293447.302,+1.57711520E+00,,9.389707009857611e-05,5.148115270935961e-05
222,+4.64280400E-05,1559293447.5103333,+1.57710900E+00,,9.389782256297918e-05,5.1480640394088664e-05
223,+4.65422200E-05,1559293447.7186668,+1.57710770E+00,,9.389808324205915e-05,5.147692610837439e-05
224,+4.65676100E-05,1559293447.927,+1.57710650E+00,,9.3898430449069e-05,5.14788472906404e-05
225,+4.66363800E-05,1559293451.528,+1.57710400E+00,,9.4188426067908e-05,5.148025615763547e-05
226,+4.66924800E-05,1559293451.7363334,+1.57710400E+00,,9.569229025191676e-05,5.1480384236453203e-05
227,+4.67218800E-05,1559293451.9446669,+1.57710150E+00,,9.569301314348303e-05,5.1478719211822656e-05
228,+4.65455600E-05,1559293452.153,+1.57710030E+00,,9.618501861993428e-05,5.147948768472906e-05
229,+4.65168500E-05,1559293452.3613334,+1.57710280E+00,,9.831909967141292e-05,5.147756650246305e-05
230,+4.66711200E-05,1559293452.5696669,+1.57710030E+00,,9.832106681270538e-05,5.147551724137931e-05
231,+4.65943200E-05,1559293452.778,+1.57710770E+00,,9.86930503833516e-05,5.1475389162561576e-05
232,+4.66210300E-05,1559293452.9863334,+1.57710400E+00,,0.00010005407119386638,5.147935960591133e-05
233,+4.65742900E-05,1559293453.1946669,+1.57710650E+00,,0.0001000549682365827,5.147756650246305e-05
234,+4.65809600E-05,1559293453.403,+1.57710400E+00,,0.00010085335487404162,5.147987192118227e-05
235,+4.66183500E-05,1559293453.6113334,+1.57710650E+00,,0.00010267881051478643,5.147987192118227e-05
236,+4.65876400E-05,1559293453.8196669,+1.57710280E+00,,0.00010268025629791895,5.147897536945813e-05
237,+4.66183700E-05,1559293454.028,+1.57710280E+00,,0.00010325228587075574,5.147641379310345e-05
238,+4.65622700E-05,1559293454.2363334,+1.57710280E+00,,0.00010441116319824753,5.1475645320197043e-05
239,+4.64861300E-05,1559293454.4446669,+1.57710770E+00,,0.00010441213253012048,5.147705418719212e-05
240,+4.64981500E-05,1559293454.653,+1.57710900E+00,,0.00010441350602409638,5.1482817733990154e-05
241,+4.65822900E-05,1559293454.8613334,+1.57710770E+00,,0.00010441518400876232,5.147449261083744e-05
242,+4.65956600E-05,1559293455.0696669,+1.57710650E+00,,0.00010441755640744797,5.148115270935961e-05
243,+4.65809600E-05,1559293455.278,+1.57710770E+00,,0.00010441854107338444,5.147410837438424e-05
244,+4.65722900E-05,1559293455.4863334,+1.57710650E+00,,0.00010441922015334064,5.147718226600985e-05
245,+4.65515700E-05,1559293455.6946669,+1.57711020E+00,,0.00010442036363636364,5.1476669950738914e-05
