,SQUID_Volt(V),timestamp,FC_CURR(A),MOD_CURR(A)
522,+3.78217300E-05,1559361490.2383332,,0.00022549769989047095
523,+3.78204000E-05,1559361490.4466667,,0.00022550030668127053
524,+3.78604700E-05,1559361490.655,,0.00022550161007667033
525,+3.77001800E-05,1559361494.35,,0.0002256877875136911
526,+3.77449300E-05,1559361494.5583332,,0.00022808451259583788
527,+3.77108800E-05,1559361494.7666667,,0.00022808219058050383
528,+3.77355700E-05,1559361494.975,,0.00022836522453450163
529,+3.77482800E-05,1559361495.1833332,,0.00022987290251916758
530,+3.77389200E-05,1559361495.3916667,,0.00022986768893756842
531,+3.77569500E-05,1559361495.6,,0.00023035239868565168
532,+3.77115300E-05,1559361495.8083332,,0.00023244972617743705
533,+3.76948500E-05,1559361496.0166667,,0.00023245319824753558
534,+3.77188800E-05,1559361496.225,,0.00023283641840087622
