,SQUID_Volt(V),timestamp,FC_CURR(A),MOD_CURR(A)
389,+4.75285900E-05,1559360831.1816669,,0.000169479704271632
390,+4.75833500E-05,1559360831.39,,0.0001694802847754655
391,+4.75606200E-05,1559360831.5983334,,0.00016947883899233297
392,+4.75459400E-05,1559360831.8066669,,0.00016947912376779847
393,+4.75359200E-05,1559360832.015,,0.0001694772508214677
394,+4.75639700E-05,1559360832.2233334,,0.00016947652792990143
395,+4.75512700E-05,1559360832.4316669,,0.00016947681270536693
396,+4.75659800E-05,1559360832.64,,0.0001694753669222344
397,+4.76294200E-05,1559360832.8483334,,0.0001694756516976999
398,+4.75920100E-05,1559360833.0566669,,0.00016947348302300108
399,+4.76260800E-05,1559360833.265,,0.00016947304490690034
400,+4.76521200E-05,1559360836.866,,0.00017122378970427164
401,+4.76294100E-05,1559360837.0743332,,0.0001720534830230011
402,+4.76087100E-05,1559360837.2826667,,0.0001720523329682366
403,+4.76367700E-05,1559360837.491,,0.00017332346111719604
404,+4.75886700E-05,1559360837.6993332,,0.00017385882803943047
405,+4.76087200E-05,1559360837.9076667,,0.00017385940854326397
406,+4.76501200E-05,1559360838.116,,0.00017517569550930996
407,+4.76541400E-05,1559360838.3243332,,0.00017566300109529026
408,+4.76300800E-05,1559360838.5326667,,0.0001756612595837897
409,+4.76427800E-05,1559360838.741,,0.00017777842278203723
410,+4.76274200E-05,1559360838.9493332,,0.00017824460021905806
411,+4.76127300E-05,1559360839.1576667,,0.00017824518072289157
412,+4.76494500E-05,1559360839.366,,0.0001797729682365827
413,+4.76661600E-05,1559360839.5743332,,0.0001800492004381161
414,+4.76320900E-05,1559360839.7826667,,0.0001800476013143483
415,+4.76421000E-05,1559360839.991,,0.00018004832420591456
416,+4.76167300E-05,1559360840.1993332,,0.0001800481818181818
417,+4.76127100E-05,1559360840.4076667,,0.0001800486199342826
418,+4.76347700E-05,1559360840.616,,0.0001800481818181818
419,+4.76568000E-05,1559360840.8243332,,0.00018004876232201534
420,+4.76180700E-05,1559360841.0326667,,0.0001800476013143483
421,+4.76340900E-05,1559360841.241,,0.00018004485213581598
422,+4.76714900E-05,1559360841.4493332,,0.00018004412924424974
423,+4.76568000E-05,1559360841.6576667,,0.0001800454326396495
424,+4.76561300E-05,1559360841.866,,0.00018004441401971524
425,+4.76334300E-05,1559360845.465,,0.0001817307338444688
426,+4.76401000E-05,1559360845.6733332,,0.00018262167579408543
427,+4.76715000E-05,1559360845.8816667,,0.00018262370208105147
428,+4.76801800E-05,1559360846.09,,0.00018385197152245343
429,+4.76554700E-05,1559360846.2983332,,0.00018442990142387733
