,SQUID_Volt(V),timestamp,Temp(V),MAG_CURR(A),MOD_CURR(A)
461,-3.92275E-05,1558922733,1.5705516,,
462,-3.90365E-05,1558922734,1.5705528,,
463,-3.92515E-05,1558922734,1.5705503,,
464,-3.92896E-05,1558922734,1.5705503,,
465,-3.94005E-05,1558922734,1.5705491,,
466,-3.91086E-05,1558922734,1.5705466,,
467,-3.86418E-05,1558922735,1.5705479,,
468,-3.9108E-05,1558922735,1.5705466,,
469,-3.89337E-05,1558922735,1.5705479,,
470,-3.8947E-05,1558922735,1.5705466,,
471,-3.93016E-05,1558922736,1.5705441,,
472,-3.91474E-05,1558922736,1.5705441,,
473,-3.92729E-05,1558922736,1.5705466,,
474,-3.92349E-05,1558922736,1.5705417,,
475,-3.92776E-05,1558922740,1.5705429,,
476,-3.93517E-05,1558922740,1.5705441,,
477,-3.94312E-05,1558922740,1.5705454,,
478,-3.94085E-05,1558922740,1.5705441,,
479,-3.93557E-05,1558922741,1.5705479,,
480,-3.92168E-05,1558922741,1.5705441,,
481,-3.9295E-05,1558922741,1.5705441,,
482,-3.93504E-05,1558922741,1.5705441,,
483,-3.90826E-05,1558922741,1.5705454,,
484,-3.88508E-05,1558922742,1.5705441,,
485,-3.88996E-05,1558922742,1.5705429,,
486,-3.91761E-05,1558922742,1.5705454,,
487,-3.9295E-05,1558922742,1.5705417,,
488,-3.9339E-05,1558922742,1.5705429,,
489,-3.93157E-05,1558922743,1.5705429,,
490,-3.91901E-05,1558922743,1.5705417,,
491,-3.93437E-05,1558922743,1.5705404,,
492,-3.93036E-05,1558922743,1.5705379,,
493,-3.93384E-05,1558922744,1.5705429,,
494,-3.90445E-05,1558922744,1.5705429,,
495,-3.92415E-05,1558922744,1.5705417,,
496,-3.93724E-05,1558922744,1.5705417,,
497,-3.91754E-05,1558922744,1.5705441,,
498,-3.8752E-05,1558922745,1.5705417,,
499,-3.89443E-05,1558922745,1.5705404,,
500,-3.89851E-05,1558922748,1.5705392,,
501,-3.88655E-05,1558922749,1.5705379,,
502,-3.88582E-05,1558922749,1.5705417,,
503,-3.89631E-05,1558922749,1.5705441,,
504,-3.89998E-05,1558922749,1.5705454,,
505,-3.9116E-05,1558922749,1.5705404,,
506,-3.91253E-05,1558922750,1.5705429,,
507,-3.9116E-05,1558922750,1.5705454,,
508,-3.94178E-05,1558922750,1.5705417,,
509,-3.94339E-05,1558922750,1.5705429,,
510,-3.88669E-05,1558922750,1.5705466,,
511,-3.86732E-05,1558922751,1.5705454,,
512,-3.89497E-05,1558922751,1.5705441,,
513,-3.91327E-05,1558922751,1.5705479,,
514,-3.9313E-05,1558922751,1.5705491,,
515,-3.92248E-05,1558922751,1.5705466,,
516,-3.92168E-05,1558922752,1.5705479,,
517,-3.92883E-05,1558922752,1.5705528,,
518,-3.93464E-05,1558922752,1.5705479,,
519,-3.9297E-05,1558922752,1.5705516,,
520,-3.94299E-05,1558922753,1.5705528,,
521,-3.91841E-05,1558922753,1.5705553,,
522,-3.93337E-05,1558922753,1.5705578,,
523,-3.9506E-05,1558922753,1.5705578,,
524,-3.90726E-05,1558922753,1.5705565,,
525,-3.93644E-05,1558922757,1.570554,,
526,-3.88469E-05,1558922757,1.5705565,,
527,-3.86532E-05,1558922757,1.5705565,,
528,-3.85183E-05,1558922758,1.570554,,
529,-3.86251E-05,1558922758,1.5705516,,
530,-0.000039126,1558922758,1.5705528,,
531,-3.9329E-05,1558922758,1.5705491,,
532,-3.90519E-05,1558922758,1.5705491,,
533,-3.9136E-05,1558922759,1.5705466,,
534,-3.90078E-05,1558922759,1.5705479,,
535,-3.87627E-05,1558922759,1.5705441,,
536,-3.84782E-05,1558922759,1.5705441,,
537,-3.86238E-05,1558922759,1.5705441,,
538,-3.89009E-05,1558922760,1.5705454,,
539,-3.91794E-05,1558922760,1.5705417,,
540,-3.913E-05,1558922760,1.5705429,,
541,-3.91547E-05,1558922760,1.5705429,,
542,-3.92462E-05,1558922760,1.5705441,,
543,-3.91414E-05,1558922761,1.5705417,,
544,-3.90906E-05,1558922761,1.5705429,,
545,-3.91788E-05,1558922761,1.5705429,,
546,-3.90572E-05,1558922761,1.5705404,,
547,-3.90552E-05,1558922762,1.5705429,,
548,-3.92235E-05,1558922762,1.5705429,,
549,-3.91614E-05,1558922762,1.5705429,,
550,-3.92041E-05,1558922766,1.5705479,,
551,-3.92081E-05,1558922766,1.5705479,,
552,-3.90499E-05,1558922766,1.5705441,,
553,-3.90265E-05,1558922766,1.5705466,,
554,-3.90111E-05,1558922766,1.5705466,,
555,-3.91053E-05,1558922767,1.5705441,,
556,-3.89751E-05,1558922767,1.5705454,,
557,-3.89991E-05,1558922767,1.5705429,,
558,-3.91901E-05,1558922767,1.5705429,,
559,-3.92829E-05,1558922767,1.5705466,,
560,-3.92308E-05,1558922768,1.5705441,,
561,-3.91921E-05,1558922768,1.5705429,,
562,-3.90085E-05,1558922768,1.5705454,,
563,-3.90459E-05,1558922768,1.5705441,,
564,-3.9106E-05,1558922768,1.5705429,,
565,-3.92162E-05,1558922769,1.5705417,,
566,-3.92709E-05,1558922769,1.5705454,,
567,-3.92983E-05,1558922769,1.5705466,,
568,-3.92475E-05,1558922769,1.5705429,,
569,-3.90399E-05,1558922770,1.5705454,,
570,-3.90051E-05,1558922770,1.5705454,,
571,-3.87807E-05,1558922770,1.5705454,,
572,-3.92589E-05,1558922770,1.5705454,,
573,-3.92035E-05,1558922770,1.5705441,,
574,-3.91874E-05,1558922771,1.5705491,,
575,-3.88081E-05,1558922774,1.5705454,,
576,-3.8931E-05,1558922774,1.5705466,,
577,-3.88769E-05,1558922775,1.5705479,,
578,-3.91133E-05,1558922775,1.5705503,,
579,-3.87347E-05,1558922775,1.5705479,,
580,-3.88682E-05,1558922775,1.5705479,,
581,-3.90145E-05,1558922775,1.5705466,,
582,-3.86685E-05,1558922776,1.5705466,,
583,-3.89671E-05,1558922776,1.5705503,,
584,-3.91327E-05,1558922776,1.5705491,,
585,-3.93317E-05,1558922776,1.5705466,,
586,-3.93551E-05,1558922776,1.5705466,,
587,-3.92796E-05,1558922777,1.5705466,,
588,-3.9311E-05,1558922777,1.5705479,,
589,-3.92883E-05,1558922777,1.5705503,,
590,-3.92629E-05,1558922777,1.5705491,,
591,-3.90378E-05,1558922777,1.5705479,,
592,-3.93143E-05,1558922778,1.5705503,,
593,-3.92282E-05,1558922778,1.5705454,,
594,-3.93137E-05,1558922778,1.5705466,,
595,-3.92162E-05,1558922778,1.5705491,,
596,-3.92823E-05,1558922779,1.5705479,,
597,-3.92743E-05,1558922779,1.5705466,,
598,-3.93077E-05,1558922779,1.5705503,,
599,-3.8947E-05,1558922779,1.5705491,,
600,-3.92382E-05,1558922783,1.5705479,,
601,-3.92789E-05,1558922783,1.5705454,,
602,-3.91621E-05,1558922783,1.5705454,,
603,-3.89984E-05,1558922783,1.5705491,,
604,-3.90532E-05,1558922784,1.5705441,,
605,-3.92235E-05,1558922784,1.5705516,,
606,-3.9339E-05,1558922784,1.5705491,,
607,-3.92809E-05,1558922784,1.5705491,,
608,-3.92195E-05,1558922784,1.5705516,,
609,-3.88155E-05,1558922785,1.5705516,,
610,-3.85704E-05,1558922785,1.5705491,,
611,-3.90639E-05,1558922785,1.5705553,,
612,-3.90973E-05,1558922785,1.5705578,,
613,-3.90292E-05,1558922785,1.570554,,
614,-3.92228E-05,1558922786,1.5705565,,
615,-3.91888E-05,1558922786,1.5705565,,
616,-3.88963E-05,1558922786,1.5705578,,
617,-3.86665E-05,1558922786,1.5705553,,
618,-3.85724E-05,1558922787,1.570559,,
619,-3.8929E-05,1558922787,1.570559,,
620,-3.90859E-05,1558922787,1.570559,,
621,-3.91086E-05,1558922787,1.570564,,
622,-3.91186E-05,1558922787,1.5705615,,
623,-3.89397E-05,1558922788,1.570559,,
624,-3.89029E-05,1558922788,1.5705578,,
625,-3.89317E-05,1558922791,1.570559,,
626,-3.90191E-05,1558922792,1.5705602,,
627,-3.92068E-05,1558922792,1.5705602,,
628,-3.92348E-05,1558922792,1.5705602,,
629,-3.91621E-05,1558922792,1.570559,,
630,-3.89858E-05,1558922792,1.5705627,,
631,-3.86786E-05,1558922793,1.5705627,,
632,-3.85997E-05,1558922793,1.5705652,,
633,-3.88008E-05,1558922793,1.5705664,,
634,-3.87513E-05,1558922793,1.5705702,,
635,-3.89737E-05,1558922793,1.5705677,,
636,-3.91407E-05,1558922794,1.5705714,,
637,-3.9138E-05,1558922794,1.5705702,,
638,-3.9122E-05,1558922794,1.5705689,,
639,-3.84755E-05,1558922794,1.5705652,,
640,-3.84208E-05,1558922794,1.5705677,,
641,-3.86665E-05,1558922795,1.5705602,,
642,-3.87453E-05,1558922795,1.5705627,,
643,-3.87774E-05,1558922795,1.5705627,,
644,-3.86385E-05,1558922795,1.5705602,,
645,-3.88856E-05,1558922796,1.570559,,
646,-3.88716E-05,1558922796,1.5705602,,
647,-3.91861E-05,1558922796,1.5705578,,
648,-3.92162E-05,1558922796,1.5705528,,
649,-3.91808E-05,1558922796,1.5705565,,
650,-3.89524E-05,1558922800,1.5705565,,
651,-3.88903E-05,1558922800,1.5705553,,
652,-3.87473E-05,1558922800,1.570559,,
653,-3.86478E-05,1558922801,1.5705553,,
654,-3.88368E-05,1558922801,1.5705553,,
655,-3.89176E-05,1558922801,1.5705565,,
656,-3.90352E-05,1558922801,1.5705528,,
657,-3.89383E-05,1558922801,1.570554,,
658,-3.90632E-05,1558922802,1.5705565,,
